age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,was_previously_contacted,last_contact_category,previous_contact_category,client_status
46,technician,married,secondary,no,15120,no,no,cellular,21,nov,3,108,3,other,no,1,long_ago,few_times,failure
42,blue-collar,married,primary,no,-571,yes,yes,telephone,21,nov,2,179,4,failure,no,1,long_ago,many_times,failure
33,blue-collar,married,primary,no,1903,yes,no,cellular,21,nov,2,182,3,failure,no,1,long_ago,few_times,failure
37,blue-collar,married,primary,no,1322,yes,no,cellular,21,nov,8,185,1,other,no,1,long_ago,contacted_once,failure
45,blue-collar,married,secondary,no,392,yes,no,cellular,21,nov,2,127,2,failure,no,1,long_ago,few_times,failure
32,services,single,secondary,no,344,no,yes,cellular,21,nov,7,141,9,other,no,1,long_ago,many_times,failure
32,services,married,secondary,no,3181,yes,no,cellular,21,nov,2,176,7,failure,no,1,long_ago,many_times,failure
35,technician,single,secondary,no,1183,yes,no,cellular,21,nov,3,185,2,failure,no,1,long_ago,few_times,failure
55,unemployed,married,tertiary,no,4809,yes,no,cellular,21,nov,2,186,3,other,no,1,long_ago,few_times,failure
33,management,divorced,tertiary,no,0,yes,yes,cellular,21,nov,7,94,8,failure,no,1,long_ago,many_times,failure
42,self-employed,divorced,secondary,no,484,yes,no,cellular,21,nov,3,127,3,failure,no,1,long_ago,few_times,failure
50,blue-collar,married,primary,no,0,no,no,cellular,21,nov,2,191,2,failure,no,1,long_ago,few_times,failure
34,management,married,tertiary,no,714,yes,no,cellular,21,nov,4,113,27,failure,no,1,long_ago,many_times,failure
41,entrepreneur,married,secondary,no,0,yes,yes,cellular,21,nov,5,190,1,failure,no,1,long_ago,contacted_once,failure
47,housemaid,married,tertiary,no,333,no,no,telephone,21,nov,5,137,1,failure,no,1,long_ago,contacted_once,failure
37,management,single,tertiary,no,2173,no,no,cellular,21,nov,3,114,1,failure,no,1,long_ago,contacted_once,failure
37,blue-collar,single,secondary,no,3111,yes,no,cellular,21,nov,3,185,2,failure,no,1,long_ago,few_times,failure
35,technician,married,secondary,no,587,no,yes,cellular,21,nov,8,126,5,other,no,1,long_ago,many_times,failure
49,services,married,primary,no,0,yes,no,cellular,21,nov,2,192,1,other,no,1,long_ago,contacted_once,failure
53,technician,divorced,secondary,no,173,no,yes,cellular,21,nov,2,143,1,failure,no,1,long_ago,contacted_once,failure
57,services,divorced,secondary,no,4664,no,no,cellular,21,nov,4,114,1,failure,no,1,long_ago,contacted_once,failure
46,technician,divorced,tertiary,no,0,yes,no,cellular,21,nov,5,102,5,failure,no,1,long_ago,many_times,failure
37,services,married,tertiary,no,0,yes,no,cellular,21,nov,3,175,1,failure,no,1,long_ago,contacted_once,failure
56,blue-collar,married,secondary,no,1521,yes,yes,cellular,21,nov,2,179,3,other,no,1,long_ago,few_times,failure
38,services,divorced,secondary,no,8554,yes,no,cellular,21,nov,2,176,4,other,no,1,long_ago,many_times,failure
38,technician,married,secondary,no,1063,yes,no,cellular,21,nov,5,113,2,failure,no,1,long_ago,few_times,failure
34,blue-collar,married,primary,no,2720,yes,no,cellular,21,nov,2,179,3,failure,no,1,long_ago,few_times,failure
36,management,married,tertiary,no,0,yes,no,cellular,21,nov,3,29,4,success,no,1,moderate,many_times,failure
50,technician,married,primary,no,-315,no,yes,cellular,21,nov,7,136,1,failure,no,1,long_ago,contacted_once,failure
50,admin.,divorced,secondary,no,797,yes,no,telephone,21,nov,3,119,8,failure,no,1,long_ago,many_times,failure
59,management,married,tertiary,no,2143,yes,no,cellular,28,jan,1,268,1,failure,no,1,long_ago,contacted_once,failure
40,management,married,tertiary,no,378,yes,yes,cellular,28,jan,1,268,2,failure,no,1,long_ago,few_times,failure
42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,1,169,3,failure,no,1,long_ago,few_times,failure
43,technician,divorced,secondary,no,87,yes,no,cellular,28,jan,1,247,2,failure,no,1,long_ago,few_times,failure
59,services,divorced,secondary,no,1,yes,no,cellular,28,jan,1,253,5,other,yes,1,long_ago,many_times,possible_client_category
38,blue-collar,divorced,secondary,no,316,yes,no,cellular,28,jan,1,247,2,success,no,1,long_ago,few_times,failure
43,entrepreneur,single,unknown,no,323,no,no,cellular,28,jan,1,226,1,success,no,1,long_ago,contacted_once,failure
43,entrepreneur,divorced,tertiary,no,626,yes,no,cellular,28,jan,1,167,2,failure,no,1,long_ago,few_times,failure
40,technician,single,secondary,no,2017,yes,no,cellular,28,jan,1,244,1,other,no,1,long_ago,contacted_once,failure
38,blue-collar,married,secondary,no,67,no,no,cellular,28,jan,1,239,2,failure,no,1,long_ago,few_times,failure
57,technician,married,secondary,no,589,yes,no,cellular,28,jan,1,244,1,other,no,1,long_ago,contacted_once,failure
48,services,married,secondary,no,651,no,yes,cellular,28,jan,1,196,2,failure,no,1,long_ago,few_times,failure
53,technician,divorced,secondary,no,392,yes,no,cellular,28,jan,1,245,1,failure,no,1,long_ago,contacted_once,failure
33,blue-collar,married,secondary,yes,-354,yes,yes,cellular,28,jan,1,245,2,failure,no,1,long_ago,few_times,failure
37,management,married,tertiary,no,-76,yes,no,cellular,28,jan,1,204,1,other,no,1,long_ago,contacted_once,failure
46,technician,married,unknown,no,557,yes,no,cellular,28,jan,1,197,4,failure,no,1,long_ago,many_times,failure
57,services,divorced,primary,no,362,no,no,cellular,28,jan,1,231,1,failure,no,1,long_ago,contacted_once,failure
52,services,married,secondary,no,393,yes,yes,cellular,28,jan,1,182,8,failure,no,1,long_ago,many_times,failure
43,management,married,tertiary,no,344,yes,yes,cellular,28,jan,1,238,2,failure,no,1,long_ago,few_times,failure
46,technician,divorced,secondary,no,741,yes,no,cellular,28,jan,1,258,1,other,no,1,long_ago,contacted_once,failure
48,technician,married,secondary,no,0,yes,no,cellular,28,jan,1,204,1,failure,no,1,long_ago,contacted_once,failure
43,services,married,secondary,no,2478,yes,no,cellular,28,jan,1,230,1,failure,no,1,long_ago,contacted_once,failure
52,technician,married,unknown,no,425,yes,no,cellular,28,jan,2,254,3,failure,no,1,long_ago,few_times,failure
33,admin.,married,secondary,no,4012,no,yes,cellular,28,jan,1,265,4,failure,no,1,long_ago,many_times,failure
47,blue-collar,married,primary,no,1452,yes,yes,cellular,28,jan,1,177,2,failure,no,1,long_ago,few_times,failure
53,self-employed,married,tertiary,no,1672,no,no,cellular,28,jan,1,189,1,failure,no,1,long_ago,contacted_once,failure
52,technician,married,secondary,no,98,yes,no,cellular,28,jan,1,245,2,failure,no,1,long_ago,few_times,failure
58,retired,married,secondary,no,374,yes,yes,cellular,28,jan,1,196,1,failure,no,1,long_ago,contacted_once,failure
54,entrepreneur,married,tertiary,no,1129,no,yes,cellular,28,jan,1,184,8,failure,no,1,long_ago,many_times,failure
56,unemployed,married,secondary,no,-246,no,yes,cellular,28,jan,2,204,2,failure,no,1,long_ago,few_times,failure
31,unemployed,married,secondary,no,20,no,no,cellular,28,jan,1,71,1,failure,no,1,long_ago,contacted_once,failure
31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,1,223,9,other,no,1,long_ago,many_times,failure
38,blue-collar,married,secondary,no,105,yes,no,cellular,28,jan,1,265,2,failure,no,1,long_ago,few_times,failure
38,management,married,tertiary,no,1066,yes,no,cellular,28,jan,1,189,1,failure,no,1,long_ago,contacted_once,failure
51,admin.,married,secondary,no,176,no,no,cellular,28,jan,1,183,2,failure,no,1,long_ago,few_times,failure
44,admin.,married,secondary,no,429,yes,no,cellular,28,jan,1,246,4,failure,no,1,long_ago,many_times,failure
53,housemaid,married,tertiary,no,554,no,no,cellular,28,jan,1,181,5,failure,no,1,long_ago,many_times,failure
60,self-employed,married,primary,no,362,no,yes,cellular,28,jan,1,183,6,success,no,1,long_ago,many_times,failure
35,management,married,tertiary,no,436,no,yes,cellular,28,jan,1,184,4,failure,no,1,long_ago,many_times,failure
52,technician,married,unknown,no,370,yes,no,cellular,28,jan,1,197,2,failure,no,1,long_ago,few_times,failure
48,management,single,tertiary,no,-295,no,yes,cellular,28,jan,1,190,2,failure,no,1,long_ago,few_times,failure
57,blue-collar,married,secondary,no,1316,no,no,cellular,28,jan,2,182,5,failure,no,1,long_ago,many_times,failure
57,blue-collar,married,secondary,no,297,no,yes,telephone,28,jan,2,154,16,failure,no,1,long_ago,many_times,failure
37,services,single,secondary,no,62,yes,no,cellular,28,jan,2,268,2,failure,no,1,long_ago,few_times,failure
54,management,married,unknown,no,876,yes,no,cellular,28,jan,2,198,3,failure,no,1,long_ago,few_times,failure
46,management,single,tertiary,no,625,no,no,cellular,28,jan,1,163,5,other,no,1,long_ago,many_times,failure
59,admin.,married,secondary,no,1455,yes,no,cellular,28,jan,2,191,1,failure,no,1,long_ago,contacted_once,failure
52,admin.,married,secondary,no,199,no,no,cellular,28,jan,2,189,1,other,no,1,long_ago,contacted_once,failure
44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,jan,2,153,3,failure,no,1,long_ago,few_times,failure
30,admin.,single,secondary,no,732,yes,no,cellular,28,jan,1,223,1,failure,no,1,long_ago,contacted_once,failure
37,blue-collar,married,secondary,no,417,no,no,cellular,28,jan,1,181,5,failure,no,1,long_ago,many_times,failure
48,technician,married,secondary,no,547,no,no,cellular,28,jan,1,176,2,failure,no,1,long_ago,few_times,failure
41,self-employed,single,tertiary,no,1616,no,no,telephone,28,jan,1,184,7,success,no,1,long_ago,many_times,failure
36,management,married,tertiary,no,0,yes,no,cellular,28,jan,1,250,1,other,no,1,long_ago,contacted_once,failure
47,technician,married,secondary,no,487,no,no,cellular,28,jan,2,177,1,failure,no,1,long_ago,contacted_once,failure
59,blue-collar,married,primary,no,699,no,no,cellular,28,jan,1,154,6,failure,no,1,long_ago,many_times,failure
33,blue-collar,married,secondary,no,0,yes,no,cellular,28,jan,1,266,1,other,no,1,long_ago,contacted_once,failure
55,technician,married,secondary,no,3207,no,no,cellular,28,jan,2,153,12,failure,no,1,long_ago,many_times,failure
43,blue-collar,married,unknown,no,117,yes,no,telephone,28,jan,2,240,1,other,no,1,long_ago,contacted_once,failure
49,technician,married,secondary,no,177,yes,yes,cellular,28,jan,1,204,1,failure,no,1,long_ago,contacted_once,failure
41,admin.,single,secondary,no,219,yes,no,cellular,28,jan,1,268,1,other,no,1,long_ago,contacted_once,failure
42,technician,married,secondary,no,799,no,no,cellular,28,jan,1,181,6,failure,no,1,long_ago,many_times,failure
56,technician,single,tertiary,no,-528,no,no,cellular,28,jan,2,184,2,failure,no,1,long_ago,few_times,failure
26,blue-collar,single,secondary,no,0,yes,no,cellular,28,jan,2,258,2,failure,no,1,long_ago,few_times,failure
48,management,divorced,secondary,no,769,no,yes,cellular,28,jan,2,184,15,other,no,1,long_ago,many_times,failure
41,technician,married,secondary,no,0,no,no,cellular,28,jan,2,156,8,other,no,1,long_ago,many_times,failure
52,management,married,tertiary,no,1392,no,no,cellular,28,jan,2,205,3,failure,no,1,long_ago,few_times,failure
45,management,married,secondary,no,672,yes,no,telephone,28,jan,3,187,1,other,no,1,long_ago,contacted_once,failure
44,technician,married,secondary,no,-199,no,no,cellular,28,jan,2,247,3,failure,no,1,long_ago,few_times,failure
50,technician,married,secondary,no,-70,yes,yes,cellular,28,jan,2,191,1,failure,no,1,long_ago,contacted_once,failure
40,blue-collar,single,primary,no,366,yes,yes,cellular,28,jan,2,205,1,failure,no,1,long_ago,contacted_once,failure
47,technician,married,secondary,no,644,no,no,telephone,28,jan,3,160,13,failure,no,1,long_ago,many_times,failure
31,management,single,tertiary,no,308,yes,yes,cellular,28,jan,2,268,2,other,no,1,long_ago,few_times,failure
54,blue-collar,married,unknown,no,310,yes,no,telephone,28,jan,4,258,3,other,no,1,long_ago,few_times,failure
29,services,married,secondary,no,376,no,yes,telephone,28,jan,3,183,4,failure,no,1,long_ago,many_times,failure
51,technician,married,unknown,no,413,yes,no,telephone,28,jan,2,254,2,failure,no,1,long_ago,few_times,failure
49,management,divorced,tertiary,no,557,yes,no,cellular,29,jan,1,223,5,failure,no,1,long_ago,many_times,failure
31,management,single,tertiary,no,86,no,no,cellular,29,jan,1,170,4,failure,no,1,long_ago,many_times,failure
30,management,married,tertiary,no,370,no,no,cellular,29,jan,1,246,1,other,no,1,long_ago,contacted_once,failure
34,blue-collar,married,secondary,no,1988,yes,no,telephone,29,jan,1,266,2,failure,no,1,long_ago,few_times,failure
57,admin.,married,secondary,no,1504,yes,no,cellular,29,jan,1,245,2,failure,no,1,long_ago,few_times,failure
33,services,married,secondary,no,360,yes,no,cellular,29,jan,1,185,13,other,no,1,long_ago,many_times,failure
33,services,single,secondary,no,459,yes,no,cellular,29,jan,1,266,2,failure,no,1,long_ago,few_times,failure
35,technician,married,secondary,no,-259,yes,no,cellular,29,jan,1,247,2,failure,no,1,long_ago,few_times,failure
60,technician,married,secondary,no,2041,no,no,telephone,29,jan,1,185,7,failure,no,1,long_ago,many_times,failure
29,blue-collar,single,secondary,no,1296,yes,yes,cellular,29,jan,1,240,1,other,no,1,long_ago,contacted_once,failure
32,blue-collar,married,secondary,no,257,yes,yes,cellular,29,jan,1,239,1,other,no,1,long_ago,contacted_once,failure
33,admin.,single,secondary,no,13,yes,no,cellular,29,jan,1,247,2,failure,no,1,long_ago,few_times,failure
32,technician,married,tertiary,no,0,yes,yes,cellular,29,jan,1,261,2,failure,no,1,long_ago,few_times,failure
46,blue-collar,married,secondary,no,120,yes,yes,cellular,29,jan,1,259,3,failure,no,1,long_ago,few_times,failure
36,services,divorced,secondary,no,532,yes,no,cellular,29,jan,1,241,1,failure,no,1,long_ago,contacted_once,failure
36,technician,married,tertiary,no,-290,yes,yes,cellular,29,jan,1,189,3,failure,no,1,long_ago,few_times,failure
34,admin.,single,secondary,no,673,yes,no,cellular,29,jan,1,260,2,failure,no,1,long_ago,few_times,failure
39,admin.,married,secondary,no,272,yes,yes,cellular,29,jan,1,234,2,failure,no,1,long_ago,few_times,failure
48,services,single,secondary,no,133,yes,yes,cellular,29,jan,1,197,1,failure,no,1,long_ago,contacted_once,failure
34,management,married,tertiary,no,557,yes,no,cellular,29,jan,1,197,1,failure,no,1,long_ago,contacted_once,failure
36,management,divorced,tertiary,no,36,yes,no,cellular,29,jan,1,261,6,failure,no,1,long_ago,many_times,failure
36,entrepreneur,married,secondary,no,313,yes,no,cellular,29,jan,2,198,1,failure,no,1,long_ago,contacted_once,failure
36,admin.,married,secondary,no,498,yes,no,cellular,29,jan,1,253,1,failure,no,1,long_ago,contacted_once,failure
36,technician,married,secondary,no,319,yes,no,cellular,29,jan,1,266,1,failure,no,1,long_ago,contacted_once,failure
46,blue-collar,married,secondary,no,521,yes,no,cellular,29,jan,1,226,3,failure,no,1,long_ago,few_times,failure
45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1,192,1,failure,no,1,long_ago,contacted_once,failure
47,blue-collar,married,secondary,no,676,yes,no,cellular,29,jan,1,184,4,other,no,1,long_ago,many_times,failure
35,technician,married,secondary,no,149,yes,no,cellular,29,jan,1,245,2,failure,no,1,long_ago,few_times,failure
60,technician,married,secondary,no,478,no,no,cellular,29,jan,1,171,5,failure,no,1,long_ago,many_times,failure
37,blue-collar,married,primary,no,345,yes,no,cellular,29,jan,1,188,2,failure,no,1,long_ago,few_times,failure
26,technician,single,secondary,no,455,no,no,cellular,29,jan,1,182,8,other,no,1,long_ago,many_times,failure
33,management,divorced,tertiary,no,893,yes,no,cellular,29,jan,1,259,9,failure,no,1,long_ago,many_times,failure
50,management,single,tertiary,no,567,yes,no,cellular,29,jan,1,258,8,failure,no,1,long_ago,many_times,failure
46,entrepreneur,married,secondary,no,294,yes,no,cellular,29,jan,1,196,1,failure,no,1,long_ago,contacted_once,failure
59,management,married,tertiary,no,1857,no,no,cellular,29,jan,1,168,4,failure,no,1,long_ago,many_times,failure
30,management,single,tertiary,no,1422,yes,yes,cellular,29,jan,1,223,27,failure,no,1,long_ago,many_times,failure
27,self-employed,married,secondary,yes,254,yes,yes,cellular,29,jan,1,188,1,failure,no,1,long_ago,contacted_once,failure
39,management,divorced,tertiary,no,547,yes,no,cellular,29,jan,2,260,4,failure,no,1,long_ago,many_times,failure
41,management,married,tertiary,no,-412,yes,no,cellular,29,jan,1,195,5,other,no,1,long_ago,many_times,failure
53,blue-collar,married,secondary,no,-76,no,no,cellular,29,jan,1,164,4,other,no,1,long_ago,many_times,failure
51,management,single,tertiary,no,0,yes,no,telephone,29,jan,1,244,2,failure,no,1,long_ago,few_times,failure
28,admin.,married,secondary,no,629,yes,no,cellular,29,jan,1,245,2,other,no,1,long_ago,few_times,failure
31,management,single,tertiary,no,1120,yes,no,cellular,29,jan,2,239,1,other,no,1,long_ago,contacted_once,failure
41,admin.,single,secondary,no,1322,yes,no,cellular,29,jan,1,266,1,failure,no,1,long_ago,contacted_once,failure
35,admin.,single,secondary,no,111,yes,no,cellular,29,jan,1,195,3,failure,no,1,long_ago,few_times,failure
53,technician,divorced,secondary,no,388,yes,yes,cellular,29,jan,1,247,1,failure,no,1,long_ago,contacted_once,failure
34,management,married,tertiary,no,498,yes,no,cellular,29,jan,1,251,2,failure,no,1,long_ago,few_times,failure
55,technician,married,secondary,no,273,yes,no,cellular,29,jan,3,183,3,failure,no,1,long_ago,few_times,failure
37,management,married,tertiary,no,1330,yes,no,cellular,29,jan,2,261,1,failure,no,1,long_ago,contacted_once,failure
28,admin.,married,secondary,no,-97,yes,no,cellular,29,jan,1,225,2,success,no,1,long_ago,few_times,failure
42,blue-collar,divorced,primary,no,299,yes,no,cellular,29,jan,2,261,2,failure,no,1,long_ago,few_times,failure
41,management,married,tertiary,no,2665,yes,no,cellular,29,jan,1,183,10,other,no,1,long_ago,many_times,failure
31,technician,single,tertiary,no,424,no,no,cellular,29,jan,1,161,2,failure,no,1,long_ago,few_times,failure
31,management,married,tertiary,no,732,yes,no,cellular,29,jan,1,241,1,failure,no,1,long_ago,contacted_once,failure
38,entrepreneur,single,tertiary,no,-274,yes,yes,cellular,29,jan,1,247,2,failure,no,1,long_ago,few_times,failure
48,services,married,primary,no,1496,yes,no,telephone,29,jan,2,258,2,failure,no,1,long_ago,few_times,failure
58,management,divorced,secondary,no,44,yes,no,cellular,29,jan,1,195,1,other,no,1,long_ago,contacted_once,failure
39,blue-collar,single,tertiary,no,263,yes,no,cellular,29,jan,1,199,6,failure,no,1,long_ago,many_times,failure
34,management,married,tertiary,no,303,yes,no,cellular,29,jan,1,195,2,failure,no,1,long_ago,few_times,failure
30,services,single,secondary,no,-386,yes,no,cellular,29,jan,1,237,2,other,no,1,long_ago,few_times,failure
36,management,married,tertiary,no,0,yes,no,cellular,29,jan,1,237,17,other,no,1,long_ago,many_times,failure
53,technician,married,tertiary,no,1405,yes,yes,cellular,29,jan,1,244,1,failure,no,1,long_ago,contacted_once,failure
34,technician,married,tertiary,no,16992,yes,no,cellular,29,jan,1,245,1,failure,no,1,long_ago,contacted_once,failure
36,blue-collar,married,secondary,no,-557,yes,yes,cellular,29,jan,1,253,1,failure,no,1,long_ago,contacted_once,failure
33,management,single,tertiary,no,1345,yes,no,cellular,29,jan,1,262,3,failure,no,1,long_ago,few_times,failure
35,blue-collar,single,secondary,no,1239,yes,no,cellular,29,jan,1,195,1,failure,no,1,long_ago,contacted_once,failure
29,management,married,tertiary,no,246,yes,no,cellular,29,jan,1,265,1,failure,no,1,long_ago,contacted_once,failure
36,admin.,single,secondary,no,135,yes,no,cellular,29,jan,2,192,3,other,no,1,long_ago,few_times,failure
37,services,married,secondary,no,1694,yes,yes,cellular,29,jan,2,251,6,failure,no,1,long_ago,many_times,failure
44,management,married,primary,no,5418,yes,yes,cellular,29,jan,1,185,5,failure,no,1,long_ago,many_times,failure
28,admin.,married,secondary,no,172,yes,no,cellular,29,jan,1,248,2,other,no,1,long_ago,few_times,failure
46,admin.,divorced,secondary,no,660,yes,no,cellular,29,jan,1,259,2,failure,no,1,long_ago,few_times,failure
40,blue-collar,divorced,secondary,no,94,yes,no,cellular,29,jan,1,245,1,failure,no,1,long_ago,contacted_once,failure
30,services,single,secondary,no,193,yes,no,cellular,29,jan,1,244,2,failure,no,1,long_ago,few_times,failure
45,blue-collar,married,primary,no,487,yes,no,cellular,29,jan,1,163,4,failure,no,1,long_ago,many_times,failure
29,admin.,single,secondary,no,2768,yes,no,cellular,29,jan,1,241,4,failure,no,1,long_ago,many_times,failure
41,services,married,secondary,no,1141,yes,no,cellular,29,jan,1,247,1,failure,no,1,long_ago,contacted_once,failure
35,technician,married,secondary,no,128,no,yes,cellular,29,jan,1,205,2,other,no,1,long_ago,few_times,failure
32,blue-collar,single,secondary,no,160,yes,no,telephone,29,jan,1,265,1,failure,no,1,long_ago,contacted_once,failure
31,services,single,tertiary,no,1025,no,no,cellular,29,jan,1,254,3,failure,no,1,long_ago,few_times,failure
31,blue-collar,married,secondary,no,360,yes,yes,cellular,29,jan,1,241,1,failure,no,1,long_ago,contacted_once,failure
40,management,married,tertiary,no,351,yes,no,cellular,29,jan,1,254,3,failure,no,1,long_ago,few_times,failure
32,admin.,single,secondary,no,-32,no,no,cellular,29,jan,1,185,5,other,no,1,long_ago,many_times,failure
34,admin.,single,secondary,no,391,yes,no,cellular,29,jan,1,265,2,failure,no,1,long_ago,few_times,failure
37,technician,married,tertiary,no,183,yes,no,cellular,29,jan,1,258,1,failure,no,1,long_ago,contacted_once,failure
35,technician,single,secondary,no,175,yes,no,cellular,29,jan,1,246,1,failure,no,1,long_ago,contacted_once,failure
28,self-employed,single,tertiary,no,0,yes,no,cellular,29,jan,1,192,1,failure,no,1,long_ago,contacted_once,failure
39,blue-collar,married,secondary,no,648,yes,no,cellular,29,jan,2,240,1,failure,no,1,long_ago,contacted_once,failure
28,student,single,tertiary,no,682,yes,no,cellular,29,jan,1,255,2,other,no,1,long_ago,few_times,failure
28,admin.,single,secondary,no,1391,yes,no,cellular,29,jan,2,247,1,failure,no,1,long_ago,contacted_once,failure
59,management,married,tertiary,no,2365,no,yes,cellular,29,jan,1,188,4,failure,no,1,long_ago,many_times,failure
44,management,married,tertiary,no,149,yes,no,cellular,29,jan,1,220,2,success,no,1,long_ago,few_times,failure
56,blue-collar,married,primary,no,420,yes,no,cellular,29,jan,1,265,1,failure,no,1,long_ago,contacted_once,failure
35,admin.,married,tertiary,no,-272,no,yes,cellular,29,jan,1,197,13,other,no,1,long_ago,many_times,failure
50,self-employed,married,secondary,no,2061,yes,yes,cellular,29,jan,2,244,3,failure,no,1,long_ago,few_times,failure
34,technician,single,secondary,no,341,no,yes,cellular,29,jan,1,262,3,failure,no,1,long_ago,few_times,failure
34,blue-collar,single,secondary,no,381,yes,no,cellular,29,jan,1,262,1,failure,no,1,long_ago,contacted_once,failure
31,management,married,secondary,no,678,yes,no,cellular,29,jan,1,259,4,failure,no,1,long_ago,many_times,failure
36,entrepreneur,single,tertiary,no,658,yes,no,cellular,29,jan,1,227,3,failure,no,1,long_ago,few_times,failure
35,technician,divorced,tertiary,no,1242,yes,no,cellular,29,jan,1,245,3,failure,no,1,long_ago,few_times,failure
26,management,divorced,tertiary,yes,-402,no,yes,cellular,29,jan,2,262,2,failure,no,1,long_ago,few_times,failure
52,management,married,secondary,no,596,yes,no,cellular,29,jan,1,188,1,other,no,1,long_ago,contacted_once,failure
32,management,single,secondary,no,138,yes,no,cellular,29,jan,1,182,9,other,no,1,long_ago,many_times,failure
39,services,married,secondary,no,1099,no,no,cellular,29,jan,2,245,6,failure,no,1,long_ago,many_times,failure
40,technician,single,secondary,yes,45,no,yes,cellular,29,jan,1,182,23,other,no,1,long_ago,many_times,failure
35,admin.,married,secondary,no,147,yes,yes,cellular,29,jan,1,184,7,failure,no,1,long_ago,many_times,failure
32,blue-collar,single,secondary,no,1139,yes,no,cellular,29,jan,1,191,1,failure,no,1,long_ago,contacted_once,failure
53,blue-collar,single,primary,no,354,yes,no,cellular,29,jan,1,226,2,failure,no,1,long_ago,few_times,failure
47,blue-collar,married,primary,no,475,yes,yes,cellular,29,jan,2,251,7,other,no,1,long_ago,many_times,failure
38,blue-collar,married,primary,no,406,yes,no,cellular,29,jan,1,188,5,failure,no,1,long_ago,many_times,failure
45,blue-collar,married,primary,no,300,yes,no,cellular,29,jan,1,261,3,failure,no,1,long_ago,few_times,failure
34,management,married,tertiary,no,349,yes,yes,cellular,29,jan,2,185,3,failure,no,1,long_ago,few_times,failure
55,services,divorced,primary,no,2923,yes,no,cellular,29,jan,1,259,2,failure,no,1,long_ago,few_times,failure
59,management,single,secondary,no,671,yes,yes,cellular,29,jan,2,259,5,failure,no,1,long_ago,many_times,failure
53,services,married,secondary,no,367,yes,yes,cellular,29,jan,1,261,2,failure,no,1,long_ago,few_times,failure
52,technician,married,secondary,no,1,no,no,cellular,29,jan,1,248,6,other,no,1,long_ago,many_times,failure
39,entrepreneur,divorced,tertiary,no,208,yes,no,cellular,29,jan,1,240,2,failure,no,1,long_ago,few_times,failure
33,technician,divorced,unknown,no,1279,yes,no,cellular,29,jan,1,206,7,other,no,1,long_ago,many_times,failure
60,retired,divorced,unknown,no,-49,yes,no,cellular,29,jan,1,261,2,failure,no,1,long_ago,few_times,failure
53,retired,divorced,secondary,no,246,yes,no,cellular,29,jan,2,247,1,failure,no,1,long_ago,contacted_once,failure
38,management,single,tertiary,no,16957,yes,no,telephone,29,jan,1,247,2,failure,no,1,long_ago,few_times,failure
28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,1,261,1,failure,no,1,long_ago,contacted_once,failure
40,blue-collar,divorced,primary,no,4168,yes,no,cellular,29,jan,1,223,3,failure,no,1,long_ago,few_times,failure
26,blue-collar,single,primary,no,155,yes,no,cellular,29,jan,1,244,4,failure,no,1,long_ago,many_times,failure
46,blue-collar,married,secondary,no,-3,yes,no,cellular,29,jan,2,265,2,failure,no,1,long_ago,few_times,failure
45,technician,married,secondary,no,398,yes,no,cellular,29,jan,1,246,5,failure,no,1,long_ago,many_times,failure
56,management,single,tertiary,no,6507,yes,yes,cellular,29,jan,1,196,1,failure,no,1,long_ago,contacted_once,failure
28,management,single,tertiary,no,882,no,yes,cellular,29,jan,1,205,2,failure,no,1,long_ago,few_times,failure
40,technician,married,secondary,no,56,yes,yes,cellular,29,jan,1,247,1,failure,no,1,long_ago,contacted_once,failure
58,blue-collar,married,secondary,no,1298,yes,no,cellular,29,jan,2,245,4,failure,no,1,long_ago,many_times,failure
28,technician,single,secondary,no,527,yes,no,cellular,29,jan,2,265,1,failure,no,1,long_ago,contacted_once,failure
30,blue-collar,single,secondary,no,-61,no,no,cellular,29,jan,2,196,1,failure,no,1,long_ago,contacted_once,failure
41,management,married,tertiary,no,-29,no,no,cellular,29,jan,2,266,2,failure,no,1,long_ago,few_times,failure
30,services,single,secondary,no,1923,no,yes,cellular,29,jan,2,192,2,other,no,1,long_ago,few_times,failure
32,management,married,tertiary,no,2213,no,no,cellular,29,jan,2,154,7,failure,no,1,long_ago,many_times,failure
49,management,single,tertiary,no,145,yes,no,cellular,29,jan,2,248,38,failure,no,1,long_ago,many_times,failure
47,management,married,tertiary,yes,-337,no,yes,cellular,29,jan,4,161,2,failure,no,1,long_ago,few_times,failure
27,technician,single,secondary,no,261,yes,no,cellular,29,jan,2,247,2,failure,no,1,long_ago,few_times,failure
28,technician,single,tertiary,no,-214,yes,no,cellular,29,jan,2,262,3,failure,no,1,long_ago,few_times,failure
57,management,divorced,tertiary,no,-676,yes,yes,cellular,29,jan,2,247,1,failure,no,1,long_ago,contacted_once,failure
32,technician,single,unknown,no,317,yes,no,cellular,29,jan,2,253,2,failure,no,1,long_ago,few_times,failure
38,technician,divorced,secondary,no,531,no,no,cellular,29,jan,3,226,7,failure,no,1,long_ago,many_times,failure
30,services,single,secondary,no,9,no,yes,cellular,29,jan,2,205,2,failure,no,1,long_ago,few_times,failure
